YearsGroup,DevType,Language,Count,Rank
middle,"Developer, front-end",APL,10,40
middle,"Developer, front-end",COBOL,9,41
middle,"Developer, front-end",Visual Basic (.Net),7,42
middle,"Developer, front-end",Delphi,7,43
middle,"Developer, front-end",SAS,7,44
middle,"Developer, front-end",LISP,7,45
middle,"Developer, front-end",Clojure,6,46
middle,"Developer, front-end",GDScript,3,47
middle,"Developer, front-end",OCaml,2,48
middle,"Developer, front-end",Flow,1,49
middle,"Developer, front-end",Prolog,1,50
middle,"Developer, front-end",Lisp,1,51
middle,"Developer, front-end",Cobol,1,52
middle,"Developer, front-end",Fortran,1,53
middle,"Developer, full-stack",JavaScript,6573,1
middle,"Developer, full-stack",HTML/CSS,5586,2
middle,"Developer, full-stack",SQL,4424,3
middle,"Developer, full-stack",TypeScript,3913,4
middle,"Developer, full-stack",Python,3310,5
middle,"Developer, full-stack",Java,2579,6
middle,"Developer, full-stack",C#,2339,7
middle,"Developer, full-stack",PHP,1980,8
middle,"Developer, full-stack",Node.js,1141,9
middle,"Developer, full-stack",C++,1128,10
middle,"Developer, full-stack",C,964,11
middle,"Developer, full-stack",Bash/Shell,829,12
middle,"Developer, full-stack",Go,719,13
middle,"Developer, full-stack",Bash/Shell/PowerShell,710,14
middle,"Developer, full-stack",PowerShell,636,15
middle,"Developer, full-stack",Ruby,613,16
middle,"Developer, full-stack",Dart,590,17
middle,"Developer, full-stack",Kotlin,590,18
middle,"Developer, full-stack",Rust,405,19
middle,"Developer, full-stack",Bash/Shell (all shells),358,20
middle,"Developer, full-stack",Swift,311,21
middle,"Developer, full-stack",VBA,306,22
middle,"Developer, full-stack",R,255,23
middle,"Developer, full-stack",Assembly,241,24
middle,"Developer, full-stack",Scala,164,25
middle,"Developer, full-stack",Objective-C,110,26
middle,"Developer, full-stack",Groovy,106,27
middle,"Developer, full-stack",Elixir,100,28
middle,"Developer, full-stack",Lua,95,29
middle,"Developer, full-stack",Haskell,89,30
middle,"Developer, full-stack",MATLAB,86,31
middle,"Developer, full-stack",Matlab,77,32
middle,"Developer, full-stack",Perl,66,33
middle,"Developer, full-stack",Visual Basic (.Net),61,34
middle,"Developer, full-stack",Solidity,55,35
middle,"Developer, full-stack",Clojure,54,36
middle,"Developer, full-stack",Julia,41,37
middle,"Developer, full-stack",F#,29,38
middle,"Developer, full-stack",Erlang,26,39
middle,"Developer, full-stack",Other(s):,25,40
middle,"Developer, full-stack",LISP,15,41
middle,"Developer, full-stack",Crystal,14,42
middle,"Developer, full-stack",APL,14,43
middle,"Developer, full-stack",COBOL,14,44
middle,"Developer, full-stack",SAS,13,45
middle,"Developer, full-stack",Prolog,9,46
middle,"Developer, full-stack",OCaml,9,47
middle,"Developer, full-stack",Delphi,9,48
middle,"Developer, full-stack",GDScript,9,49
middle,"Developer, full-stack",Zig,8,50
middle,"Developer, full-stack",Ada,7,51
middle,"Developer, full-stack",Apex,6,52
middle,"Developer, full-stack",Lisp,5,53
middle,"Developer, full-stack",Nim,4,54
middle,"Developer, full-stack",Fortran,3,55
middle,"Developer, full-stack",Flow,3,56
middle,"Developer, full-stack",WebAssembly,2,57
middle,"Developer, full-stack",Cobol,1,58
middle,"Developer, game or graphics",JavaScript,192,1
middle,"Developer, game or graphics",HTML/CSS,173,2
middle,"Developer, game or graphics",C#,150,3
middle,"Developer, game or graphics",SQL,132,4
middle,"Developer, game or graphics",Python,120,5
middle,"Developer, game or graphics",Java,119,6
middle,"Developer, game or graphics",TypeScript,94,7
middle,"Developer, game or graphics",C++,89,8
middle,"Developer, game or graphics",C,73,9
middle,"Developer, game or graphics",PHP,71,10
middle,"Developer, game or graphics",Bash/Shell/PowerShell,44,11
middle,"Developer, game or graphics",Kotlin,32,12
middle,"Developer, game or graphics",Node.js,26,13
middle,"Developer, game or graphics",Rust,25,14
middle,"Developer, game or graphics",Assembly,24,15
middle,"Developer, game or graphics",Go,22,16
middle,"Developer, game or graphics",Dart,21,17
middle,"Developer, game or graphics",Swift,21,18
middle,"Developer, game or graphics",Bash/Shell,18,19
middle,"Developer, game or graphics",PowerShell,17,20
middle,"Developer, game or graphics",R,17,21
middle,"Developer, game or graphics",VBA,16,22
middle,"Developer, game or graphics",Objective-C,12,23
middle,"Developer, game or graphics",Ruby,11,24
middle,"Developer, game or graphics",Other(s):,8,25
middle,"Developer, game or graphics",Haskell,6,26
middle,"Developer, game or graphics",Scala,6,27
middle,"Developer, game or graphics",Lua,5,28
middle,"Developer, game or graphics",Matlab,5,29
middle,"Developer, game or graphics",Groovy,4,30
middle,"Developer, game or graphics",Solidity,3,31
middle,"Developer, game or graphics",Perl,3,32
middle,"Developer, game or graphics",LISP,3,33
middle,"Developer, game or graphics",Bash/Shell (all shells),2,34
middle,"Developer, game or graphics",MATLAB,2,35
middle,"Developer, game or graphics",Clojure,2,36
middle,"Developer, game or graphics",Visual Basic (.Net),1,37
middle,"Developer, game or graphics",Zig,1,38
middle,"Developer, game or graphics",Delphi,1,39
middle,"Developer, game or graphics",SAS,1,40
middle,"Developer, game or graphics",Julia,1,41
middle,"Developer, game or graphics",F#,1,42
middle,"Developer, game or graphics",Erlang,1,43
middle,"Developer, game or graphics",APL,1,44
middle,"Developer, game or graphics",Elixir,1,45
middle,"Developer, mobile",JavaScript,1289,1
middle,"Developer, mobile",HTML/CSS,1128,2
middle,"Developer, mobile",Java,1038,3
middle,"Developer, mobile",SQL,864,4
middle,"Developer, mobile",TypeScript,691,5
middle,"Developer, mobile",Python,677,6
middle,"Developer, mobile",Kotlin,568,7
middle,"Developer, mobile",PHP,559,8
middle,"Developer, mobile",Dart,535,9
middle,"Developer, mobile",C#,524,10
middle,"Developer, mobile",C++,414,11
middle,"Developer, mobile",C,383,12
middle,"Developer, mobile",Swift,380,13
middle,"Developer, mobile",Node.js,260,14
middle,"Developer, mobile",Objective-C,168,15
middle,"Developer, mobile",Bash/Shell/PowerShell,147,16
middle,"Developer, mobile",Bash/Shell,143,17
middle,"Developer, mobile",Go,111,18
middle,"Developer, mobile",Ruby,96,19
middle,"Developer, mobile",Assembly,86,20
middle,"Developer, mobile",VBA,80,21
middle,"Developer, mobile",PowerShell,67,22
middle,"Developer, mobile",R,60,23
middle,"Developer, mobile",Rust,52,24
middle,"Developer, mobile",Groovy,37,25
middle,"Developer, mobile",MATLAB,30,26
middle,"Developer, mobile",Haskell,25,27
middle,"Developer, mobile",Matlab,23,28
middle,"Developer, mobile",Scala,17,29
middle,"Developer, mobile",Lua,16,30
middle,"Developer, mobile",Perl,14,31
middle,"Developer, mobile",Bash/Shell (all shells),12,32
middle,"Developer, mobile",Solidity,12,33
middle,"Developer, mobile",Elixir,12,34
middle,"Developer, mobile",Julia,9,35
middle,"Developer, mobile",F#,8,36
middle,"Developer, mobile",Other(s):,7,37
middle,"Developer, mobile",SAS,5,38
middle,"Developer, mobile",Crystal,5,39
middle,"Developer, mobile",APL,5,40
middle,"Developer, mobile",COBOL,5,41
middle,"Developer, mobile",Delphi,5,42
middle,"Developer, mobile",Clojure,5,43
middle,"Developer, mobile",Erlang,5,44
middle,"Developer, mobile",LISP,4,45
middle,"Developer, mobile",Lisp,1,46
middle,"Developer, mobile",Apex,1,47
middle,"Developer, mobile",Prolog,1,48
middle,"Developer, mobile",OCaml,1,49
middle,"Developer, mobile",Fortran,1,50
middle,Educator,JavaScript,218,1
middle,Educator,HTML/CSS,199,2
middle,Educator,Python,156,3
middle,Educator,SQL,145,4
middle,Educator,Java,108,5
middle,Educator,TypeScript,96,6
middle,Educator,PHP,90,7
middle,Educator,C++,80,8
middle,Educator,C,74,9
middle,Educator,C#,67,10
middle,Educator,Bash/Shell/PowerShell,48,11
middle,Educator,Node.js,39,12
middle,Educator,Bash/Shell,37,13
middle,Educator,Kotlin,33,14
middle,Educator,Dart,32,15
middle,Educator,Go,28,16
middle,Educator,Ruby,27,17
middle,Educator,R,21,18
middle,Educator,Assembly,20,19
middle,Educator,Swift,19,20
middle,Educator,PowerShell,14,21
middle,Educator,VBA,12,22
middle,Educator,Rust,11,23
middle,Educator,Objective-C,10,24
middle,Educator,Perl,7,25
middle,Educator,Matlab,5,26
middle,Educator,Haskell,5,27
middle,Educator,Clojure,4,28
middle,Educator,Scala,4,29
middle,Educator,Julia,4,30
middle,Educator,Erlang,3,31
middle,Educator,APL,2,32
middle,Educator,Solidity,2,33
middle,Educator,MATLAB,2,34
middle,Educator,Lua,2,35
middle,Educator,LISP,2,36
middle,Educator,Elixir,2,37
middle,Educator,F#,2,38
middle,Educator,Groovy,2,39
middle,Educator,Other(s):,2,40
middle,Educator,Delphi,1,41
middle,Educator,SAS,1,42
middle,Educator,COBOL,1,43
middle,"Engineer, data",Python,737,1
middle,"Engineer, data",SQL,626,2
middle,"Engineer, data",JavaScript,478,3
middle,"Engineer, data",HTML/CSS,393,4
middle,"Engineer, data",Java,294,5
middle,"Engineer, data",Bash/Shell,184,6
middle,"Engineer, data",TypeScript,175,7
middle,"Engineer, data",C#,162,8
middle,"Engineer, data",C++,147,9
middle,"Engineer, data",R,145,10
middle,"Engineer, data",C,142,11
middle,"Engineer, data",Bash/Shell/PowerShell,130,12
middle,"Engineer, data",Go,106,13
middle,"Engineer, data",Scala,105,14
middle,"Engineer, data",PHP,102,15
middle,"Engineer, data",Node.js,77,16
middle,"Engineer, data",PowerShell,69,17
middle,"Engineer, data",VBA,62,18
middle,"Engineer, data",Rust,51,19
middle,"Engineer, data",Kotlin,47,20
middle,"Engineer, data",Bash/Shell (all shells),46,21
middle,"Engineer, data",Dart,45,22
middle,"Engineer, data",Ruby,35,23
middle,"Engineer, data",Assembly,32,24
middle,"Engineer, data",Swift,26,25
middle,"Engineer, data",Matlab,25,26
middle,"Engineer, data",Perl,19,27
middle,"Engineer, data",Julia,17,28
middle,"Engineer, data",Haskell,16,29
middle,"Engineer, data",Groovy,15,30
middle,"Engineer, data",MATLAB,14,31
middle,"Engineer, data",F#,9,32
middle,"Engineer, data",Objective-C,8,33
middle,"Engineer, data",LISP,8,34
middle,"Engineer, data",Other(s):,8,35
middle,"Engineer, data",Clojure,7,36
middle,"Engineer, data",Elixir,7,37
middle,"Engineer, data",SAS,6,38
middle,"Engineer, data",Lua,5,39
middle,"Engineer, data",Fortran,3,40
middle,"Engineer, data",APL,3,41
middle,"Engineer, data",COBOL,3,42
middle,"Engineer, data",OCaml,2,43
middle,"Engineer, data",Visual Basic (.Net),2,44
middle,"Engineer, data",Crystal,2,45
middle,"Engineer, data",Delphi,2,46
middle,"Engineer, data",Raku,1,47
middle,"Engineer, data",Ada,1,48
middle,"Engineer, data",Cobol,1,49
middle,"Engineer, data",Erlang,1,50
middle,"Engineer, data",Solidity,1,51
middle,"Engineer, site reliability",Python,222,1
middle,"Engineer, site reliability",JavaScript,212,2
middle,"Engineer, site reliability",SQL,172,3
middle,"Engineer, site reliability",HTML/CSS,170,4
middle,"Engineer, site reliability",TypeScript,105,5
middle,"Engineer, site reliability",Java,101,6
middle,"Engineer, site reliability",Go,100,7
middle,"Engineer, site reliability",Bash/Shell,94,8
middle,"Engineer, site reliability",PHP,60,9
middle,"Engineer, site reliability",Bash/Shell/PowerShell,57,10
middle,"Engineer, site reliability",C#,52,11
middle,"Engineer, site reliability",C++,50,12
middle,"Engineer, site reliability",C,49,13
middle,"Engineer, site reliability",Node.js,46,14
middle,"Engineer, site reliability",Ruby,40,15
middle,"Engineer, site reliability",Rust,37,16
middle,"Engineer, site reliability",PowerShell,30,17
middle,"Engineer, site reliability",Dart,25,18
middle,"Engineer, site reliability",R,19,19
middle,"Engineer, site reliability",Groovy,17,20
middle,"Engineer, site reliability",Scala,17,21
middle,"Engineer, site reliability",Kotlin,16,22
middle,"Engineer, site reliability",Assembly,12,23
middle,"Engineer, site reliability",Bash/Shell (all shells),10,24
middle,"Engineer, site reliability",VBA,9,25
middle,"Engineer, site reliability",Elixir,8,26
middle,"Engineer, site reliability",Swift,8,27
middle,"Engineer, site reliability",Haskell,6,28
middle,"Engineer, site reliability",Clojure,6,29
middle,"Engineer, site reliability",Julia,5,30
middle,"Engineer, site reliability",LISP,5,31
middle,"Engineer, site reliability",Erlang,4,32
middle,"Engineer, site reliability",Perl,4,33
middle,"Engineer, site reliability",Matlab,4,34
middle,"Engineer, site reliability",MATLAB,3,35
middle,"Engineer, site reliability",Objective-C,3,36
middle,"Engineer, site reliability",Lua,2,37
middle,"Engineer, site reliability",F#,2,38
middle,"Engineer, site reliability",Delphi,2,39
middle,"Engineer, site reliability",Other(s):,2,40
middle,"Engineer, site reliability",Lisp,1,41
middle,"Engineer, site reliability",Zig,1,42
middle,"Engineer, site reliability",Crystal,1,43
middle,"Engineer, site reliability",Fortran,1,44
middle,"Engineer, site reliability",COBOL,1,45
middle,"Engineer, site reliability",APL,1,46
middle,"Engineer, site reliability",Solidity,1,47
middle,Engineering manager,JavaScript,139,1
middle,Engineering manager,SQL,124,2
middle,Engineering manager,HTML/CSS,122,3
middle,Engineering manager,Python,103,4
middle,Engineering manager,TypeScript,78,5
middle,Engineering manager,Java,50,6
middle,Engineering manager,Go,44,7
middle,Engineering manager,PHP,44,8
middle,Engineering manager,Bash/Shell,42,9
middle,Engineering manager,C,33,10
middle,Engineering manager,C#,33,11
middle,Engineering manager,C++,33,12
middle,Engineering manager,Node.js,32,13
middle,Engineering manager,Bash/Shell/PowerShell,24,14
middle,Engineering manager,Ruby,20,15
middle,Engineering manager,Kotlin,18,16
middle,Engineering manager,PowerShell,18,17
middle,Engineering manager,Rust,15,18
middle,Engineering manager,Swift,14,19
middle,Engineering manager,Dart,13,20
middle,Engineering manager,R,10,21
middle,Engineering manager,Bash/Shell (all shells),9,22
middle,Engineering manager,Haskell,8,23
middle,Engineering manager,Objective-C,8,24
middle,Engineering manager,Scala,7,25
middle,Engineering manager,VBA,7,26
middle,Engineering manager,Elixir,6,27
middle,Engineering manager,Assembly,6,28
middle,Engineering manager,MATLAB,5,29
middle,Engineering manager,Matlab,5,30
middle,Engineering manager,Lua,3,31
middle,Engineering manager,Groovy,3,32
middle,Engineering manager,Solidity,3,33
middle,Engineering manager,F#,3,34
middle,Engineering manager,Perl,3,35
middle,Engineering manager,Clojure,2,36
middle,Engineering manager,Delphi,1,37
middle,Engineering manager,Lisp,1,38
middle,Engineering manager,APL,1,39
middle,Engineering manager,Erlang,1,40
middle,Engineering manager,LISP,1,41
middle,Engineering manager,Julia,1,42
middle,Hardware Engineer,Python,4,1
middle,Hardware Engineer,TypeScript,3,2
middle,Hardware Engineer,Rust,3,3
middle,Hardware Engineer,C++,3,4
middle,Hardware Engineer,Dart,2,5
middle,Hardware Engineer,MATLAB,2,6
middle,Hardware Engineer,JavaScript,2,7
middle,Hardware Engineer,Julia,1,8
middle,Hardware Engineer,C,1,9
middle,Hardware Engineer,SQL,1,10
middle,Hardware Engineer,HTML/CSS,1,11
middle,Hardware Engineer,Lua,1,12
middle,Hardware Engineer,PowerShell,1,13
middle,Marketing or sales professional,HTML/CSS,57,1
middle,Marketing or sales professional,JavaScript,53,2
middle,Marketing or sales professional,SQL,39,3
middle,Marketing or sales professional,Python,30,4
middle,Marketing or sales professional,PHP,29,5
middle,Marketing or sales professional,TypeScript,17,6
middle,Marketing or sales professional,Java,16,7
middle,Marketing or sales professional,C#,13,8
middle,Marketing or sales professional,Bash/Shell/PowerShell,10,9
middle,Marketing or sales professional,Bash/Shell,8,10
middle,Marketing or sales professional,C,8,11
middle,Marketing or sales professional,Node.js,7,12
middle,Marketing or sales professional,C++,7,13
middle,Marketing or sales professional,R,7,14
middle,Marketing or sales professional,Kotlin,6,15
middle,Marketing or sales professional,PowerShell,6,16
middle,Marketing or sales professional,VBA,5,17
middle,Marketing or sales professional,Dart,5,18
middle,Marketing or sales professional,Swift,4,19
middle,Marketing or sales professional,Assembly,3,20
middle,Marketing or sales professional,Objective-C,3,21
middle,Marketing or sales professional,Go,3,22
middle,Marketing or sales professional,Ruby,2,23
middle,Marketing or sales professional,MATLAB,2,24
middle,Marketing or sales professional,Solidity,1,25
middle,Marketing or sales professional,Lua,1,26
middle,Marketing or sales professional,COBOL,1,27
middle,Marketing or sales professional,Perl,1,28
middle,Marketing or sales professional,Clojure,1,29
middle,Marketing or sales professional,Rust,1,30
middle,Marketing or sales professional,Scala,1,31
middle,Other (please specify):,Python,134,1
middle,Other (please specify):,JavaScript,123,2
middle,Other (please specify):,SQL,104,3
middle,Other (please specify):,HTML/CSS,99,4
middle,Other (please specify):,TypeScript,63,5
middle,Other (please specify):,Java,53,6
middle,Other (please specify):,Bash/Shell,50,7
middle,Other (please specify):,C++,40,8
middle,Other (please specify):,PHP,38,9
middle,Other (please specify):,C#,34,10
middle,Other (please specify):,PowerShell,33,11
middle,Other (please specify):,C,32,12
middle,Other (please specify):,Bash/Shell (all shells),29,13
middle,Other (please specify):,Go,26,14
middle,Other (please specify):,Node.js,25,15
middle,Other (please specify):,Rust,18,16
middle,Other (please specify):,R,17,17
middle,Other (please specify):,Dart,16,18
middle,Other (please specify):,Kotlin,15,19
middle,Other (please specify):,VBA,14,20
middle,Other (please specify):,Matlab,11,21
middle,Other (please specify):,Ruby,9,22
middle,Other (please specify):,Assembly,8,23
middle,Other (please specify):,Elixir,8,24
middle,Other (please specify):,Groovy,8,25
middle,Other (please specify):,MATLAB,7,26
middle,Other (please specify):,Scala,6,27
middle,Other (please specify):,Haskell,5,28
middle,Other (please specify):,Swift,4,29
middle,Other (please specify):,Perl,4,30
middle,Other (please specify):,Erlang,3,31
middle,Other (please specify):,Julia,3,32
middle,Other (please specify):,Lua,3,33
middle,Other (please specify):,Objective-C,3,34
middle,Other (please specify):,Clojure,2,35
middle,Other (please specify):,Delphi,2,36
middle,Other (please specify):,Apex,2,37
middle,Other (please specify):,F#,2,38
middle,Other (please specify):,Solidity,2,39
middle,Other (please specify):,Flow,1,40
middle,Other (please specify):,Visual Basic (.Net),1,41
middle,Other (please specify):,Crystal,1,42
middle,Other (please specify):,GDScript,1,43
middle,Other (please specify):,Zig,1,44
middle,Other (please specify):,Cobol,1,45
middle,Other (please specify):,Fortran,1,46
middle,Other (please specify):,LISP,1,47
middle,Product manager,JavaScript,220,1
middle,Product manager,HTML/CSS,202,2
middle,Product manager,SQL,163,3
middle,Product manager,Python,139,4
middle,Product manager,TypeScript,105,5
middle,Product manager,PHP,90,6
middle,Product manager,C#,80,7
middle,Product manager,Java,77,8
middle,Product manager,C++,62,9
middle,Product manager,Node.js,56,10
middle,Product manager,C,53,11
middle,Product manager,Bash/Shell,43,12
middle,Product manager,Bash/Shell/PowerShell,33,13
middle,Product manager,Go,32,14
middle,Product manager,Dart,29,15
middle,Product manager,Kotlin,23,16
middle,Product manager,VBA,22,17
middle,Product manager,PowerShell,22,18
middle,Product manager,Ruby,21,19
middle,Product manager,Swift,19,20
middle,Product manager,Rust,16,21
middle,Product manager,R,15,22
middle,Product manager,Assembly,11,23
middle,Product manager,Objective-C,9,24
middle,Product manager,MATLAB,5,25
middle,Product manager,Haskell,5,26
middle,Product manager,Solidity,4,27
middle,Product manager,Matlab,4,28
middle,Product manager,Other(s):,4,29
middle,Product manager,Clojure,3,30
middle,Product manager,APL,3,31
middle,Product manager,Scala,3,32
middle,Product manager,Lua,2,33
middle,Product manager,Groovy,2,34
middle,Product manager,Elixir,2,35
middle,Product manager,Perl,2,36
middle,Product manager,Apex,1,37
middle,Product manager,COBOL,1,38
middle,Product manager,LISP,1,39
middle,Project manager,JavaScript,87,1
middle,Project manager,SQL,80,2
middle,Project manager,HTML/CSS,75,3
middle,Project manager,Python,62,4
middle,Project manager,TypeScript,45,5
middle,Project manager,PHP,41,6
middle,Project manager,Bash/Shell,35,7
middle,Project manager,Java,34,8
middle,Project manager,C#,31,9
middle,Project manager,C++,20,10
middle,Project manager,C,19,11
middle,Project manager,Dart,17,12
middle,Project manager,PowerShell,15,13
middle,Project manager,Go,14,14
middle,Project manager,Kotlin,13,15
middle,Project manager,R,11,16
middle,Project manager,Swift,10,17
middle,Project manager,MATLAB,10,18
middle,Project manager,VBA,8,19
middle,Project manager,Ruby,8,20
middle,Project manager,Assembly,7,21
middle,Project manager,Rust,5,22
middle,Project manager,Solidity,4,23
middle,Project manager,Haskell,3,24
middle,Project manager,Perl,2,25
middle,Project manager,Lua,2,26
middle,Project manager,Objective-C,2,27
middle,Project manager,Elixir,2,28
middle,Project manager,Ada,1,29
middle,Project manager,Visual Basic (.Net),1,30
middle,Project manager,COBOL,1,31
middle,Project manager,Groovy,1,32
middle,Project manager,Julia,1,33
middle,Project manager,APL,1,34
middle,Project manager,SAS,1,35
middle,Project manager,Delphi,1,36
middle,Research & Development role,Python,18,1
middle,Research & Development role,HTML/CSS,15,2
middle,Research & Development role,JavaScript,15,3
middle,Research & Development role,SQL,12,4
middle,Research & Development role,C#,11,5
middle,Research & Development role,TypeScript,11,6
middle,Research & Development role,C,9,7
middle,Research & Development role,Bash/Shell (all shells),8,8
middle,Research & Development role,PowerShell,7,9
middle,Research & Development role,Java,7,10
middle,Research & Development role,C++,6,11
middle,Research & Development role,Go,5,12
middle,Research & Development role,PHP,4,13
middle,Research & Development role,Rust,4,14
middle,Research & Development role,Assembly,3,15
middle,Research & Development role,Kotlin,3,16
middle,Research & Development role,Dart,3,17
middle,Research & Development role,R,3,18
middle,Research & Development role,Visual Basic (.Net),2,19
middle,Research & Development role,F#,2,20
middle,Research & Development role,VBA,2,21
middle,Research & Development role,Lua,2,22
middle,Research & Development role,OCaml,2,23
middle,Research & Development role,Erlang,1,24
middle,Research & Development role,Elixir,1,25
middle,Research & Development role,Swift,1,26
middle,Research & Development role,Solidity,1,27
middle,Research & Development role,SAS,1,28
middle,Scientist,Python,137,1
middle,Scientist,SQL,100,2
middle,Scientist,HTML/CSS,100,3
middle,Scientist,JavaScript,95,4
middle,Scientist,C++,67,5
middle,Scientist,Java,60,6
middle,Scientist,R,52,7
middle,Scientist,Bash/Shell/PowerShell,50,8
middle,Scientist,C,49,9
middle,Scientist,C#,36,10
middle,Scientist,TypeScript,33,11
middle,Scientist,PHP,33,12
middle,Scientist,Bash/Shell,26,13
middle,Scientist,Assembly,21,14
middle,Scientist,Go,20,15
middle,Scientist,Node.js,16,16
middle,Scientist,Matlab,14,17
middle,Scientist,VBA,13,18
middle,Scientist,Rust,13,19
middle,Scientist,Ruby,10,20
middle,Scientist,PowerShell,10,21
middle,Scientist,Julia,9,22
middle,Scientist,Kotlin,8,23
middle,Scientist,Scala,8,24
middle,Scientist,MATLAB,7,25
middle,Scientist,Dart,7,26
middle,Scientist,Haskell,6,27
middle,Scientist,Objective-C,5,28
middle,Scientist,Other(s):,5,29
middle,Scientist,Swift,4,30
middle,Scientist,F#,3,31
middle,Scientist,Lua,2,32
middle,Scientist,Bash/Shell (all shells),2,33
middle,Scientist,Perl,2,34
middle,Scientist,Elixir,2,35
middle,Scientist,LISP,2,36
middle,Scientist,Solidity,1,37
middle,Scientist,APL,1,38
middle,Scientist,Visual Basic (.Net),1,39
middle,Scientist,Groovy,1,40
middle,Scientist,Erlang,1,41
middle,Scientist,Clojure,1,42
middle,Security professional,Python,52,1
middle,Security professional,JavaScript,47,2
middle,Security professional,SQL,41,3
middle,Security professional,HTML/CSS,34,4
middle,Security professional,Bash/Shell,34,5
middle,Security professional,TypeScript,28,6
middle,Security professional,Java,23,7
middle,Security professional,C,20,8
middle,Security professional,Go,18,9
middle,Security professional,PowerShell,17,10
middle,Security professional,C#,17,11
middle,Security professional,C++,16,12
middle,Security professional,PHP,13,13
middle,Security professional,Ruby,8,14
middle,Security professional,Assembly,7,15
middle,Security professional,Rust,7,16
middle,Security professional,Bash/Shell (all shells),6,17
middle,Security professional,Dart,5,18
middle,Security professional,Kotlin,5,19
middle,Security professional,Groovy,4,20
middle,Security professional,VBA,3,21
middle,Security professional,Haskell,3,22
middle,Security professional,Scala,3,23
middle,Security professional,Objective-C,3,24
middle,Security professional,R,3,25
middle,Security professional,MATLAB,3,26
middle,Security professional,Visual Basic (.Net),2,27
middle,Security professional,Solidity,2,28
middle,Security professional,Perl,2,29
middle,Security professional,Lua,2,30
middle,Security professional,Ada,1,31
middle,Security professional,COBOL,1,32
middle,Security professional,Erlang,1,33
middle,Security professional,Crystal,1,34
middle,Security professional,Swift,1,35
middle,Security professional,Elixir,1,36
middle,"Senior Executive (C-Suite, VP, etc.)",JavaScript,51,1
middle,"Senior Executive (C-Suite, VP, etc.)",HTML/CSS,49,2
middle,"Senior Executive (C-Suite, VP, etc.)",Python,43,3
middle,"Senior Executive (C-Suite, VP, etc.)",SQL,38,4
middle,"Senior Executive (C-Suite, VP, etc.)",TypeScript,33,5
middle,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell,21,6
middle,"Senior Executive (C-Suite, VP, etc.)",Node.js,21,7
middle,"Senior Executive (C-Suite, VP, etc.)",Java,18,8
middle,"Senior Executive (C-Suite, VP, etc.)",PHP,18,9
middle,"Senior Executive (C-Suite, VP, etc.)",C++,15,10
middle,"Senior Executive (C-Suite, VP, etc.)",Dart,13,11
middle,"Senior Executive (C-Suite, VP, etc.)",C,12,12
middle,"Senior Executive (C-Suite, VP, etc.)",Go,11,13
middle,"Senior Executive (C-Suite, VP, etc.)",C#,11,14
middle,"Senior Executive (C-Suite, VP, etc.)",PowerShell,10,15
middle,"Senior Executive (C-Suite, VP, etc.)",Bash/Shell (all shells),7,16
middle,"Senior Executive (C-Suite, VP, etc.)",Assembly,7,17
middle,"Senior Executive (C-Suite, VP, etc.)",Kotlin,6,18
middle,"Senior Executive (C-Suite, VP, etc.)",Rust,5,19
middle,"Senior Executive (C-Suite, VP, etc.)",R,4,20
middle,"Senior Executive (C-Suite, VP, etc.)",Swift,4,21
middle,"Senior Executive (C-Suite, VP, etc.)",Elixir,3,22
middle,"Senior Executive (C-Suite, VP, etc.)",Ruby,3,23
middle,"Senior Executive (C-Suite, VP, etc.)",Objective-C,3,24
middle,"Senior Executive (C-Suite, VP, etc.)",VBA,2,25
middle,"Senior Executive (C-Suite, VP, etc.)",Lua,2,26
middle,"Senior Executive (C-Suite, VP, etc.)",Haskell,2,27
middle,"Senior Executive (C-Suite, VP, etc.)",Matlab,2,28
middle,"Senior Executive (C-Suite, VP, etc.)",Solidity,1,29
middle,"Senior Executive (C-Suite, VP, etc.)",Delphi,1,30
middle,"Senior Executive (C-Suite, VP, etc.)",Groovy,1,31
middle,"Senior Executive (C-Suite, VP, etc.)",MATLAB,1,32
middle,"Senior Executive (C-Suite, VP, etc.)",Clojure,1,33
middle,"Senior Executive (C-Suite, VP, etc.)",Perl,1,34
middle,"Senior Executive (C-Suite, VP, etc.)",Scala,1,35
middle,"Senior Executive (C-Suite, VP, etc.)",LISP,1,36
middle,Senior executive/VP,HTML/CSS,18,1
middle,Senior executive/VP,JavaScript,18,2
middle,Senior executive/VP,SQL,14,3
middle,Senior executive/VP,Python,13,4
middle,Senior executive/VP,Bash/Shell/PowerShell,10,5
middle,Senior executive/VP,PHP,8,6
middle,Senior executive/VP,Java,7,7
middle,Senior executive/VP,TypeScript,7,8
middle,Senior executive/VP,C,7,9
middle,Senior executive/VP,C++,6,10
middle,Senior executive/VP,C#,6,11
middle,Senior executive/VP,Kotlin,4,12
middle,Senior executive/VP,Dart,3,13
middle,Senior executive/VP,Swift,3,14
middle,Senior executive/VP,Go,2,15
middle,Senior executive/VP,R,1,16
middle,Senior executive/VP,VBA,1,17
middle,Senior executive/VP,WebAssembly,1,18
middle,Senior executive/VP,Objective-C,1,19
middle,Senior executive/VP,Ruby,1,20
middle,Senior executive/VP,Assembly,1,21
middle,Senior executive/VP,Scala,1,22
middle,Senior executive/VP,Other(s):,1,23
middle,Student,JavaScript,454,1
middle,Student,HTML/CSS,420,2
middle,Student,SQL,353,3
