YearsGroup,DevType,Language,Count,Rank
junior,System administrator,Bash/Shell/PowerShell,25,9
junior,System administrator,C++,23,10
junior,System administrator,Bash/Shell,23,11
junior,System administrator,PowerShell,19,12
junior,System administrator,C,16,13
junior,System administrator,Go,13,14
junior,System administrator,Node.js,13,15
junior,System administrator,Ruby,9,16
junior,System administrator,VBA,7,17
junior,System administrator,Assembly,5,18
junior,System administrator,Dart,5,19
junior,System administrator,Swift,5,20
junior,System administrator,Kotlin,4,21
junior,System administrator,R,4,22
junior,System administrator,Bash/Shell (all shells),3,23
junior,System administrator,Solidity,3,24
junior,System administrator,APL,3,25
junior,System administrator,Rust,3,26
junior,System administrator,Elixir,3,27
junior,System administrator,Erlang,3,28
junior,System administrator,Lua,2,29
junior,System administrator,MATLAB,2,30
junior,System administrator,Objective-C,2,31
junior,System administrator,Perl,2,32
junior,System administrator,Groovy,1,33
junior,System administrator,Visual Basic (.Net),1,34
junior,System administrator,Scala,1,35
junior,System administrator,Haskell,1,36
junior,System administrator,Delphi,1,37
junior,System administrator,SAS,1,38
junior,System administrator,Clojure,1,39
junior,System administrator,Matlab,1,40
junior,System administrator,Crystal,1,41
junior,System administrator,Julia,1,42
middle,Academic researcher,Python,257,1
middle,Academic researcher,JavaScript,243,2
middle,Academic researcher,HTML/CSS,228,3
middle,Academic researcher,SQL,205,4
middle,Academic researcher,Java,149,5
middle,Academic researcher,C++,123,6
middle,Academic researcher,C,112,7
middle,Academic researcher,PHP,92,8
middle,Academic researcher,C#,91,9
middle,Academic researcher,TypeScript,86,10
middle,Academic researcher,R,81,11
middle,Academic researcher,Bash/Shell/PowerShell,61,12
middle,Academic researcher,Bash/Shell,53,13
middle,Academic researcher,Assembly,41,14
middle,Academic researcher,Go,37,15
middle,Academic researcher,Kotlin,33,16
middle,Academic researcher,Node.js,33,17
middle,Academic researcher,Rust,30,18
middle,Academic researcher,Dart,30,19
middle,Academic researcher,VBA,26,20
middle,Academic researcher,PowerShell,24,21
middle,Academic researcher,Ruby,24,22
middle,Academic researcher,Scala,17,23
middle,Academic researcher,Swift,17,24
middle,Academic researcher,Objective-C,15,25
middle,Academic researcher,MATLAB,14,26
middle,Academic researcher,Julia,14,27
middle,Academic researcher,Matlab,13,28
middle,Academic researcher,Haskell,12,29
middle,Academic researcher,Bash/Shell (all shells),8,30
middle,Academic researcher,Lua,7,31
middle,Academic researcher,Perl,7,32
middle,Academic researcher,LISP,7,33
middle,Academic researcher,Other(s):,7,34
middle,Academic researcher,Elixir,6,35
middle,Academic researcher,F#,5,36
middle,Academic researcher,Groovy,5,37
middle,Academic researcher,Erlang,4,38
middle,Academic researcher,Visual Basic (.Net),3,39
middle,Academic researcher,Solidity,3,40
middle,Academic researcher,APL,2,41
middle,Academic researcher,Delphi,2,42
middle,Academic researcher,COBOL,2,43
middle,Academic researcher,Clojure,2,44
middle,Academic researcher,Crystal,1,45
middle,Academic researcher,OCaml,1,46
middle,Academic researcher,Fortran,1,47
middle,Academic researcher,SAS,1,48
middle,Blockchain,JavaScript,66,1
middle,Blockchain,TypeScript,52,2
middle,Blockchain,HTML/CSS,51,3
middle,Blockchain,Python,49,4
middle,Blockchain,SQL,40,5
middle,Blockchain,Solidity,32,6
middle,Blockchain,Rust,24,7
middle,Blockchain,C++,24,8
middle,Blockchain,Bash/Shell,24,9
middle,Blockchain,Java,23,10
middle,Blockchain,C,23,11
middle,Blockchain,C#,19,12
middle,Blockchain,Go,17,13
middle,Blockchain,Dart,13,14
middle,Blockchain,PHP,12,15
middle,Blockchain,PowerShell,9,16
middle,Blockchain,Kotlin,7,17
middle,Blockchain,Haskell,6,18
middle,Blockchain,R,6,19
middle,Blockchain,Swift,6,20
middle,Blockchain,Lua,4,21
middle,Blockchain,Bash/Shell (all shells),4,22
middle,Blockchain,Ruby,4,23
middle,Blockchain,Elixir,4,24
middle,Blockchain,MATLAB,4,25
middle,Blockchain,Objective-C,4,26
middle,Blockchain,Groovy,4,27
middle,Blockchain,Assembly,4,28
middle,Blockchain,Scala,4,29
middle,Blockchain,VBA,3,30
middle,Blockchain,Delphi,2,31
middle,Blockchain,LISP,2,32
middle,Blockchain,Ada,1,33
middle,Blockchain,APL,1,34
middle,Blockchain,Julia,1,35
middle,Blockchain,COBOL,1,36
middle,Blockchain,F#,1,37
middle,Blockchain,OCaml,1,38
middle,Blockchain,Erlang,1,39
middle,Blockchain,Clojure,1,40
middle,Cloud infrastructure engineer,Python,206,1
middle,Cloud infrastructure engineer,JavaScript,179,2
middle,Cloud infrastructure engineer,SQL,165,3
middle,Cloud infrastructure engineer,HTML/CSS,143,4
middle,Cloud infrastructure engineer,Bash/Shell,124,5
middle,Cloud infrastructure engineer,TypeScript,116,6
middle,Cloud infrastructure engineer,Go,92,7
middle,Cloud infrastructure engineer,Java,89,8
middle,Cloud infrastructure engineer,C#,57,9
middle,Cloud infrastructure engineer,C++,53,10
middle,Cloud infrastructure engineer,PowerShell,50,11
middle,Cloud infrastructure engineer,C,48,12
middle,Cloud infrastructure engineer,Rust,46,13
middle,Cloud infrastructure engineer,PHP,36,14
middle,Cloud infrastructure engineer,Dart,23,15
middle,Cloud infrastructure engineer,Bash/Shell (all shells),18,16
middle,Cloud infrastructure engineer,Groovy,16,17
middle,Cloud infrastructure engineer,Ruby,16,18
middle,Cloud infrastructure engineer,Scala,13,19
middle,Cloud infrastructure engineer,Assembly,13,20
middle,Cloud infrastructure engineer,R,13,21
middle,Cloud infrastructure engineer,Lua,12,22
middle,Cloud infrastructure engineer,Haskell,11,23
middle,Cloud infrastructure engineer,Kotlin,11,24
middle,Cloud infrastructure engineer,MATLAB,8,25
middle,Cloud infrastructure engineer,VBA,8,26
middle,Cloud infrastructure engineer,Swift,8,27
middle,Cloud infrastructure engineer,Perl,5,28
middle,Cloud infrastructure engineer,Elixir,5,29
middle,Cloud infrastructure engineer,Clojure,4,30
middle,Cloud infrastructure engineer,Objective-C,4,31
middle,Cloud infrastructure engineer,Solidity,4,32
middle,Cloud infrastructure engineer,Erlang,4,33
middle,Cloud infrastructure engineer,Lisp,2,34
middle,Cloud infrastructure engineer,F#,2,35
middle,Cloud infrastructure engineer,Visual Basic (.Net),1,36
middle,Cloud infrastructure engineer,OCaml,1,37
middle,Cloud infrastructure engineer,APL,1,38
middle,Cloud infrastructure engineer,Fortran,1,39
middle,Cloud infrastructure engineer,LISP,1,40
middle,Cloud infrastructure engineer,Julia,1,41
middle,Cloud infrastructure engineer,SAS,1,42
middle,Data or business analyst,Python,525,1
middle,Data or business analyst,SQL,514,2
middle,Data or business analyst,JavaScript,375,3
middle,Data or business analyst,HTML/CSS,369,4
middle,Data or business analyst,R,184,5
middle,Data or business analyst,Java,169,6
middle,Data or business analyst,C#,147,7
middle,Data or business analyst,TypeScript,118,8
middle,Data or business analyst,VBA,114,9
middle,Data or business analyst,PHP,106,10
middle,Data or business analyst,Bash/Shell,96,11
middle,Data or business analyst,C++,94,12
middle,Data or business analyst,Bash/Shell/PowerShell,86,13
middle,Data or business analyst,C,84,14
middle,Data or business analyst,PowerShell,74,15
middle,Data or business analyst,Node.js,52,16
middle,Data or business analyst,Go,34,17
middle,Data or business analyst,Scala,33,18
middle,Data or business analyst,Dart,30,19
middle,Data or business analyst,Assembly,22,20
middle,Data or business analyst,Kotlin,22,21
middle,Data or business analyst,Rust,20,22
middle,Data or business analyst,Ruby,18,23
middle,Data or business analyst,Swift,18,24
middle,Data or business analyst,Objective-C,14,25
middle,Data or business analyst,Julia,13,26
middle,Data or business analyst,Matlab,13,27
middle,Data or business analyst,MATLAB,12,28
middle,Data or business analyst,Bash/Shell (all shells),10,29
middle,Data or business analyst,SAS,6,30
middle,Data or business analyst,Lua,5,31
middle,Data or business analyst,Clojure,5,32
middle,Data or business analyst,Other(s):,5,33
middle,Data or business analyst,Haskell,4,34
middle,Data or business analyst,Perl,4,35
middle,Data or business analyst,LISP,4,36
middle,Data or business analyst,Groovy,4,37
middle,Data or business analyst,Visual Basic (.Net),3,38
middle,Data or business analyst,Delphi,3,39
middle,Data or business analyst,Solidity,3,40
middle,Data or business analyst,APL,3,41
middle,Data or business analyst,Elixir,2,42
middle,Data or business analyst,Fortran,2,43
middle,Data or business analyst,OCaml,2,44
middle,Data or business analyst,Crystal,2,45
middle,Data or business analyst,COBOL,2,46
middle,Data or business analyst,F#,2,47
middle,Data or business analyst,Nim,1,48
middle,Data or business analyst,Erlang,1,49
middle,Data scientist or machine learning specialist,Python,797,1
middle,Data scientist or machine learning specialist,SQL,582,2
middle,Data scientist or machine learning specialist,JavaScript,381,3
middle,Data scientist or machine learning specialist,HTML/CSS,367,4
middle,Data scientist or machine learning specialist,R,262,5
middle,Data scientist or machine learning specialist,Java,216,6
middle,Data scientist or machine learning specialist,C++,170,7
middle,Data scientist or machine learning specialist,C,154,8
middle,Data scientist or machine learning specialist,Bash/Shell,131,9
middle,Data scientist or machine learning specialist,Bash/Shell/PowerShell,128,10
middle,Data scientist or machine learning specialist,C#,123,11
middle,Data scientist or machine learning specialist,TypeScript,119,12
middle,Data scientist or machine learning specialist,PHP,99,13
middle,Data scientist or machine learning specialist,Node.js,66,14
middle,Data scientist or machine learning specialist,PowerShell,65,15
middle,Data scientist or machine learning specialist,Scala,62,16
middle,Data scientist or machine learning specialist,VBA,55,17
middle,Data scientist or machine learning specialist,Go,46,18
middle,Data scientist or machine learning specialist,Julia,43,19
middle,Data scientist or machine learning specialist,Bash/Shell (all shells),39,20
middle,Data scientist or machine learning specialist,Dart,37,21
middle,Data scientist or machine learning specialist,Rust,37,22
middle,Data scientist or machine learning specialist,Assembly,33,23
middle,Data scientist or machine learning specialist,Kotlin,31,24
middle,Data scientist or machine learning specialist,Matlab,30,25
middle,Data scientist or machine learning specialist,Swift,28,26
middle,Data scientist or machine learning specialist,MATLAB,27,27
middle,Data scientist or machine learning specialist,Ruby,24,28
middle,Data scientist or machine learning specialist,Haskell,13,29
middle,Data scientist or machine learning specialist,SAS,11,30
middle,Data scientist or machine learning specialist,Perl,11,31
middle,Data scientist or machine learning specialist,Objective-C,10,32
middle,Data scientist or machine learning specialist,Elixir,9,33
middle,Data scientist or machine learning specialist,Other(s):,9,34
middle,Data scientist or machine learning specialist,Lua,7,35
middle,Data scientist or machine learning specialist,F#,7,36
middle,Data scientist or machine learning specialist,Groovy,6,37
middle,Data scientist or machine learning specialist,LISP,6,38
middle,Data scientist or machine learning specialist,Solidity,5,39
middle,Data scientist or machine learning specialist,Erlang,4,40
middle,Data scientist or machine learning specialist,Fortran,4,41
middle,Data scientist or machine learning specialist,OCaml,3,42
middle,Data scientist or machine learning specialist,Clojure,3,43
middle,Data scientist or machine learning specialist,Prolog,2,44
middle,Data scientist or machine learning specialist,Ada,2,45
middle,Data scientist or machine learning specialist,GDScript,2,46
middle,Data scientist or machine learning specialist,Delphi,2,47
middle,Data scientist or machine learning specialist,APL,2,48
middle,Data scientist or machine learning specialist,COBOL,2,49
middle,Data scientist or machine learning specialist,Raku,1,50
middle,Data scientist or machine learning specialist,Crystal,1,51
middle,Database administrator,SQL,603,1
middle,Database administrator,JavaScript,576,2
middle,Database administrator,HTML/CSS,530,3
middle,Database administrator,Python,431,4
middle,Database administrator,C#,278,5
middle,Database administrator,PHP,276,6
middle,Database administrator,Java,265,7
middle,Database administrator,TypeScript,236,8
middle,Database administrator,C++,160,9
middle,Database administrator,Bash/Shell/PowerShell,148,10
middle,Database administrator,C,135,11
middle,Database administrator,Bash/Shell,119,12
middle,Database administrator,Node.js,102,13
middle,Database administrator,VBA,83,14
middle,Database administrator,Go,77,15
middle,Database administrator,R,68,16
middle,Database administrator,PowerShell,68,17
middle,Database administrator,Dart,65,18
middle,Database administrator,Kotlin,58,19
middle,Database administrator,Assembly,48,20
middle,Database administrator,Ruby,39,21
middle,Database administrator,Rust,35,22
middle,Database administrator,Swift,34,23
middle,Database administrator,Scala,22,24
middle,Database administrator,Objective-C,17,25
middle,Database administrator,Perl,13,26
middle,Database administrator,MATLAB,10,27
middle,Database administrator,Elixir,8,28
middle,Database administrator,Matlab,8,29
middle,Database administrator,Lua,7,30
middle,Database administrator,Haskell,7,31
middle,Database administrator,Groovy,7,32
middle,Database administrator,Other(s):,7,33
middle,Database administrator,F#,6,34
middle,Database administrator,Julia,5,35
middle,Database administrator,Crystal,4,36
middle,Database administrator,Clojure,4,37
middle,Database administrator,Bash/Shell (all shells),3,38
middle,Database administrator,COBOL,3,39
middle,Database administrator,Erlang,3,40
middle,Database administrator,Solidity,3,41
middle,Database administrator,SAS,3,42
middle,Database administrator,LISP,3,43
middle,Database administrator,Fortran,3,44
middle,Database administrator,APL,2,45
middle,Database administrator,Delphi,1,46
middle,Database administrator,WebAssembly,1,47
middle,Designer,JavaScript,595,1
middle,Designer,HTML/CSS,580,2
middle,Designer,SQL,421,3
middle,Designer,Python,296,4
middle,Designer,Java,283,5
middle,Designer,PHP,282,6
middle,Designer,TypeScript,278,7
middle,Designer,C#,237,8
middle,Designer,C++,151,9
middle,Designer,C,132,10
middle,Designer,Bash/Shell/PowerShell,102,11
middle,Designer,Node.js,84,12
middle,Designer,Kotlin,76,13
middle,Designer,Bash/Shell,72,14
middle,Designer,Dart,64,15
middle,Designer,VBA,48,16
middle,Designer,Ruby,47,17
middle,Designer,PowerShell,46,18
middle,Designer,Swift,42,19
middle,Designer,R,41,20
middle,Designer,Assembly,41,21
middle,Designer,Go,39,22
middle,Designer,Rust,29,23
middle,Designer,Objective-C,22,24
middle,Designer,Perl,10,25
middle,Designer,Other(s):,9,26
middle,Designer,Haskell,8,27
middle,Designer,Matlab,8,28
middle,Designer,Scala,8,29
middle,Designer,MATLAB,6,30
middle,Designer,Lua,5,31
middle,Designer,Elixir,5,32
middle,Designer,Crystal,4,33
middle,Designer,Julia,4,34
middle,Designer,LISP,3,35
middle,Designer,Bash/Shell (all shells),2,36
middle,Designer,Delphi,2,37
middle,Designer,SAS,2,38
middle,Designer,Solidity,2,39
middle,Designer,Erlang,2,40
middle,Designer,Clojure,2,41
middle,Designer,Visual Basic (.Net),1,42
middle,Designer,Lisp,1,43
middle,Designer,Groovy,1,44
middle,Designer,APL,1,45
middle,DevOps specialist,JavaScript,667,1
middle,DevOps specialist,Python,626,2
middle,DevOps specialist,SQL,553,3
middle,DevOps specialist,HTML/CSS,546,4
middle,DevOps specialist,TypeScript,367,5
middle,DevOps specialist,Java,359,6
middle,DevOps specialist,Bash/Shell,279,7
middle,DevOps specialist,C#,274,8
middle,DevOps specialist,Go,219,9
middle,DevOps specialist,Bash/Shell/PowerShell,200,10
middle,DevOps specialist,PHP,192,11
middle,DevOps specialist,C++,174,12
middle,DevOps specialist,C,162,13
middle,DevOps specialist,Node.js,145,14
middle,DevOps specialist,PowerShell,137,15
middle,DevOps specialist,Ruby,82,16
middle,DevOps specialist,Rust,78,17
middle,DevOps specialist,Kotlin,78,18
middle,DevOps specialist,Dart,60,19
middle,DevOps specialist,Groovy,54,20
middle,DevOps specialist,R,50,21
middle,DevOps specialist,Bash/Shell (all shells),44,22
middle,DevOps specialist,VBA,42,23
middle,DevOps specialist,Assembly,41,24
middle,DevOps specialist,Scala,38,25
middle,DevOps specialist,Swift,32,26
middle,DevOps specialist,Perl,19,27
middle,DevOps specialist,Objective-C,19,28
middle,DevOps specialist,Haskell,17,29
middle,DevOps specialist,Matlab,13,30
middle,DevOps specialist,Elixir,12,31
middle,DevOps specialist,Lua,10,32
middle,DevOps specialist,F#,10,33
middle,DevOps specialist,Clojure,9,34
middle,DevOps specialist,MATLAB,8,35
middle,DevOps specialist,Solidity,7,36
middle,DevOps specialist,Erlang,6,37
middle,DevOps specialist,LISP,6,38
middle,DevOps specialist,Other(s):,5,39
middle,DevOps specialist,Delphi,4,40
middle,DevOps specialist,COBOL,3,41
middle,DevOps specialist,APL,3,42
middle,DevOps specialist,Julia,3,43
middle,DevOps specialist,WebAssembly,2,44
middle,DevOps specialist,Prolog,1,45
middle,DevOps specialist,GDScript,1,46
middle,DevOps specialist,Visual Basic (.Net),1,47
middle,DevOps specialist,Fortran,1,48
middle,DevOps specialist,Crystal,1,49
middle,Developer Advocate,HTML/CSS,2,1
middle,Developer Advocate,Python,2,2
middle,Developer Advocate,GDScript,1,3
middle,Developer Advocate,Bash/Shell (all shells),1,4
middle,Developer Advocate,C++,1,5
middle,Developer Advocate,SQL,1,6
middle,Developer Advocate,Java,1,7
middle,Developer Advocate,JavaScript,1,8
middle,Developer Experience,Rust,3,1
middle,Developer Experience,Python,3,2
middle,Developer Experience,Go,2,3
middle,Developer Experience,Bash/Shell (all shells),2,4
middle,Developer Experience,SQL,2,5
middle,Developer Experience,Dart,1,6
middle,Developer Experience,C,1,7
middle,Developer Experience,PHP,1,8
middle,Developer Experience,Ruby,1,9
middle,Developer Experience,PowerShell,1,10
middle,Developer Experience,TypeScript,1,11
middle,Developer Experience,HTML/CSS,1,12
middle,Developer Experience,Fortran,1,13
middle,Developer Experience,MATLAB,1,14
middle,Developer Experience,JavaScript,1,15
middle,Developer Experience,Kotlin,1,16
middle,Developer Experience,R,1,17
middle,Developer Experience,Lua,1,18
middle,Developer Experience,C++,1,19
middle,Developer Experience,C#,1,20
middle,Developer Experience,Java,1,21
middle,Developer Experience,Haskell,1,22
middle,Developer Experience,Erlang,1,23
middle,Developer Experience,Solidity,1,24
middle,"Developer, QA or test",JavaScript,468,1
middle,"Developer, QA or test",HTML/CSS,424,2
middle,"Developer, QA or test",SQL,373,3
middle,"Developer, QA or test",Python,293,4
middle,"Developer, QA or test",Java,287,5
middle,"Developer, QA or test",C#,220,6
middle,"Developer, QA or test",TypeScript,216,7
middle,"Developer, QA or test",PHP,162,8
middle,"Developer, QA or test",C++,143,9
middle,"Developer, QA or test",C,131,10
middle,"Developer, QA or test",Bash/Shell/PowerShell,104,11
middle,"Developer, QA or test",Node.js,91,12
middle,"Developer, QA or test",Bash/Shell,85,13
middle,"Developer, QA or test",Kotlin,60,14
middle,"Developer, QA or test",Go,58,15
middle,"Developer, QA or test",PowerShell,52,16
middle,"Developer, QA or test",Ruby,49,17
middle,"Developer, QA or test",Dart,43,18
middle,"Developer, QA or test",VBA,40,19
middle,"Developer, QA or test",Rust,34,20
middle,"Developer, QA or test",Assembly,34,21
middle,"Developer, QA or test",Swift,31,22
middle,"Developer, QA or test",R,25,23
middle,"Developer, QA or test",Objective-C,19,24
middle,"Developer, QA or test",Groovy,17,25
middle,"Developer, QA or test",Bash/Shell (all shells),13,26
middle,"Developer, QA or test",Scala,13,27
middle,"Developer, QA or test",Haskell,11,28
middle,"Developer, QA or test",Other(s):,9,29
middle,"Developer, QA or test",Perl,8,30
middle,"Developer, QA or test",Matlab,8,31
middle,"Developer, QA or test",Elixir,8,32
middle,"Developer, QA or test",Clojure,7,33
middle,"Developer, QA or test",MATLAB,6,34
middle,"Developer, QA or test",Delphi,4,35
middle,"Developer, QA or test",Lua,3,36
middle,"Developer, QA or test",Erlang,3,37
middle,"Developer, QA or test",LISP,3,38
middle,"Developer, QA or test",COBOL,2,39
middle,"Developer, QA or test",APL,2,40
middle,"Developer, QA or test",Julia,2,41
middle,"Developer, QA or test",Crystal,1,42
middle,"Developer, QA or test",F#,1,43
middle,"Developer, back-end",JavaScript,4190,1
middle,"Developer, back-end",SQL,3462,2
middle,"Developer, back-end",HTML/CSS,3390,3
middle,"Developer, back-end",Python,2941,4
middle,"Developer, back-end",Java,2308,5
middle,"Developer, back-end",TypeScript,2094,6
middle,"Developer, back-end",C#,1696,7
middle,"Developer, back-end",PHP,1421,8
middle,"Developer, back-end",C++,1014,9
middle,"Developer, back-end",C,847,10
middle,"Developer, back-end",Go,792,11
middle,"Developer, back-end",Bash/Shell,763,12
middle,"Developer, back-end",Bash/Shell/PowerShell,703,13
middle,"Developer, back-end",Node.js,673,14
middle,"Developer, back-end",Kotlin,484,15
middle,"Developer, back-end",Ruby,469,16
middle,"Developer, back-end",Dart,376,17
middle,"Developer, back-end",Rust,365,18
middle,"Developer, back-end",PowerShell,357,19
middle,"Developer, back-end",VBA,229,20
middle,"Developer, back-end",Scala,214,21
middle,"Developer, back-end",R,211,22
middle,"Developer, back-end",Bash/Shell (all shells),201,23
middle,"Developer, back-end",Swift,200,24
middle,"Developer, back-end",Assembly,187,25
middle,"Developer, back-end",Groovy,109,26
middle,"Developer, back-end",Elixir,105,27
middle,"Developer, back-end",Haskell,88,28
middle,"Developer, back-end",Objective-C,69,29
middle,"Developer, back-end",Perl,65,30
middle,"Developer, back-end",Lua,62,31
middle,"Developer, back-end",MATLAB,61,32
middle,"Developer, back-end",Matlab,60,33
middle,"Developer, back-end",Clojure,58,34
middle,"Developer, back-end",Solidity,35,35
middle,"Developer, back-end",Erlang,35,36
middle,"Developer, back-end",Julia,31,37
middle,"Developer, back-end",F#,30,38
middle,"Developer, back-end",Other(s):,29,39
middle,"Developer, back-end",LISP,22,40
middle,"Developer, back-end",Visual Basic (.Net),16,41
middle,"Developer, back-end",Delphi,15,42
middle,"Developer, back-end",APL,10,43
middle,"Developer, back-end",Crystal,9,44
middle,"Developer, back-end",COBOL,9,45
middle,"Developer, back-end",SAS,8,46
middle,"Developer, back-end",GDScript,8,47
middle,"Developer, back-end",Fortran,5,48
middle,"Developer, back-end",Zig,4,49
middle,"Developer, back-end",OCaml,4,50
middle,"Developer, back-end",Prolog,2,51
middle,"Developer, back-end",Apex,2,52
middle,"Developer, back-end",Cobol,1,53
middle,"Developer, back-end",Raku,1,54
middle,"Developer, back-end",Ada,1,55
middle,"Developer, back-end",Lisp,1,56
middle,"Developer, back-end",Nim,1,57
middle,"Developer, back-end",WebAssembly,1,58
middle,"Developer, desktop or enterprise applications",JavaScript,1045,1
middle,"Developer, desktop or enterprise applications",HTML/CSS,968,2
middle,"Developer, desktop or enterprise applications",SQL,918,3
middle,"Developer, desktop or enterprise applications",C#,784,4
middle,"Developer, desktop or enterprise applications",Python,687,5
middle,"Developer, desktop or enterprise applications",Java,663,6
middle,"Developer, desktop or enterprise applications",TypeScript,519,7
middle,"Developer, desktop or enterprise applications",C++,392,8
middle,"Developer, desktop or enterprise applications",C,318,9
middle,"Developer, desktop or enterprise applications",PHP,313,10
middle,"Developer, desktop or enterprise applications",Bash/Shell/PowerShell,215,11
middle,"Developer, desktop or enterprise applications",Bash/Shell,165,12
middle,"Developer, desktop or enterprise applications",VBA,153,13
middle,"Developer, desktop or enterprise applications",Node.js,136,14
middle,"Developer, desktop or enterprise applications",PowerShell,131,15
middle,"Developer, desktop or enterprise applications",Kotlin,125,16
middle,"Developer, desktop or enterprise applications",Go,108,17
middle,"Developer, desktop or enterprise applications",Dart,101,18
middle,"Developer, desktop or enterprise applications",Assembly,86,19
middle,"Developer, desktop or enterprise applications",Rust,78,20
middle,"Developer, desktop or enterprise applications",Swift,75,21
middle,"Developer, desktop or enterprise applications",Ruby,67,22
middle,"Developer, desktop or enterprise applications",R,58,23
middle,"Developer, desktop or enterprise applications",Objective-C,31,24
middle,"Developer, desktop or enterprise applications",Scala,30,25
middle,"Developer, desktop or enterprise applications",Haskell,24,26
middle,"Developer, desktop or enterprise applications",Groovy,24,27
middle,"Developer, desktop or enterprise applications",Matlab,21,28
middle,"Developer, desktop or enterprise applications",Bash/Shell (all shells),18,29
middle,"Developer, desktop or enterprise applications",F#,17,30
middle,"Developer, desktop or enterprise applications",Delphi,14,31
middle,"Developer, desktop or enterprise applications",MATLAB,14,32
middle,"Developer, desktop or enterprise applications",Other(s):,13,33
middle,"Developer, desktop or enterprise applications",Julia,11,34
middle,"Developer, desktop or enterprise applications",Perl,11,35
middle,"Developer, desktop or enterprise applications",Lua,9,36
middle,"Developer, desktop or enterprise applications",LISP,8,37
middle,"Developer, desktop or enterprise applications",Elixir,8,38
middle,"Developer, desktop or enterprise applications",APL,7,39
middle,"Developer, desktop or enterprise applications",Crystal,6,40
middle,"Developer, desktop or enterprise applications",Visual Basic (.Net),6,41
middle,"Developer, desktop or enterprise applications",SAS,5,42
middle,"Developer, desktop or enterprise applications",COBOL,5,43
middle,"Developer, desktop or enterprise applications",Erlang,3,44
middle,"Developer, desktop or enterprise applications",Solidity,3,45
middle,"Developer, desktop or enterprise applications",Clojure,3,46
middle,"Developer, desktop or enterprise applications",WebAssembly,2,47
middle,"Developer, desktop or enterprise applications",GDScript,1,48
middle,"Developer, desktop or enterprise applications",Prolog,1,49
middle,"Developer, desktop or enterprise applications",Apex,1,50
middle,"Developer, desktop or enterprise applications",Cobol,1,51
middle,"Developer, desktop or enterprise applications",OCaml,1,52
middle,"Developer, desktop or enterprise applications",Fortran,1,53
middle,"Developer, embedded applications or devices",JavaScript,326,1
middle,"Developer, embedded applications or devices",HTML/CSS,310,2
middle,"Developer, embedded applications or devices",Python,283,3
middle,"Developer, embedded applications or devices",SQL,278,4
middle,"Developer, embedded applications or devices",Java,225,5
middle,"Developer, embedded applications or devices",C++,224,6
middle,"Developer, embedded applications or devices",C,207,7
middle,"Developer, embedded applications or devices",C#,190,8
middle,"Developer, embedded applications or devices",TypeScript,141,9
middle,"Developer, embedded applications or devices",PHP,131,10
middle,"Developer, embedded applications or devices",Bash/Shell,86,11
middle,"Developer, embedded applications or devices",Bash/Shell/PowerShell,67,12
middle,"Developer, embedded applications or devices",Assembly,58,13
middle,"Developer, embedded applications or devices",VBA,53,14
middle,"Developer, embedded applications or devices",Kotlin,49,15
middle,"Developer, embedded applications or devices",Rust,48,16
middle,"Developer, embedded applications or devices",Dart,48,17
middle,"Developer, embedded applications or devices",Node.js,45,18
middle,"Developer, embedded applications or devices",Swift,42,19
middle,"Developer, embedded applications or devices",Go,40,20
middle,"Developer, embedded applications or devices",PowerShell,37,21
middle,"Developer, embedded applications or devices",Ruby,24,22
middle,"Developer, embedded applications or devices",R,24,23
middle,"Developer, embedded applications or devices",Objective-C,21,24
middle,"Developer, embedded applications or devices",MATLAB,19,25
middle,"Developer, embedded applications or devices",Scala,16,26
middle,"Developer, embedded applications or devices",Bash/Shell (all shells),15,27
middle,"Developer, embedded applications or devices",Matlab,15,28
middle,"Developer, embedded applications or devices",Groovy,13,29
middle,"Developer, embedded applications or devices",Haskell,11,30
middle,"Developer, embedded applications or devices",Lua,10,31
middle,"Developer, embedded applications or devices",Perl,10,32
middle,"Developer, embedded applications or devices",Elixir,6,33
middle,"Developer, embedded applications or devices",F#,4,34
middle,"Developer, embedded applications or devices",Julia,4,35
middle,"Developer, embedded applications or devices",Erlang,4,36
middle,"Developer, embedded applications or devices",APL,4,37
middle,"Developer, embedded applications or devices",Other(s):,4,38
middle,"Developer, embedded applications or devices",Crystal,3,39
middle,"Developer, embedded applications or devices",Delphi,3,40
middle,"Developer, embedded applications or devices",LISP,3,41
middle,"Developer, embedded applications or devices",Visual Basic (.Net),2,42
middle,"Developer, embedded applications or devices",Lisp,2,43
middle,"Developer, embedded applications or devices",Nim,1,44
middle,"Developer, embedded applications or devices",Prolog,1,45
middle,"Developer, embedded applications or devices",Ada,1,46
middle,"Developer, embedded applications or devices",OCaml,1,47
middle,"Developer, embedded applications or devices",SAS,1,48
middle,"Developer, embedded applications or devices",Solidity,1,49
middle,"Developer, embedded applications or devices",Clojure,1,50
middle,"Developer, embedded applications or devices",COBOL,1,51
middle,"Developer, front-end",JavaScript,3355,1
middle,"Developer, front-end",HTML/CSS,2986,2
middle,"Developer, front-end",TypeScript,1975,3
middle,"Developer, front-end",SQL,1925,4
middle,"Developer, front-end",Python,1399,5
middle,"Developer, front-end",Java,1260,6
middle,"Developer, front-end",PHP,1106,7
middle,"Developer, front-end",C#,1008,8
middle,"Developer, front-end",C++,604,9
middle,"Developer, front-end",Node.js,598,10
middle,"Developer, front-end",C,541,11
middle,"Developer, front-end",Bash/Shell/PowerShell,407,12
